"ID","Player","Team","Position","RkOv","Status","Age","Score","%D","ADP","Ros","+/-"
"*05gdz*","Roki Sasaki","LAD","SP","289","PINKHATS","24","59.5","100","188.3","98%","0%"
"*042sz*","Will Smith","LAD","C","290","OWH","30","59.47","100","116.9","98%","0%"
"*05t2b*","Daylen Lile","WSH","OF","291","FA","23","59.46","100","237.7","89%","0%"
"*0310z*","J.P. Crawford","SEA","SS","292","FA","31","59.45","95","322.6","72%","0%"
"*041vm*","Dylan Lee","ATL","RP","293","FA","31","59.21","16","489","23%","0%"
"*04efa*","Daulton Varsho","TOR","OF","294","FA","29","59.08","100","194.3","85%","0%"
"*0312g*","Tyler Mahle","SF","SP","295","FA","31","59.07","98","354.1","79%","0%"
"*05t9v*","Jonathan Aranda","TB","1B","296","FA","27","58.98","100","189.1","95%","0%"
"*04mjn*","Eduard Bazardo","SEA","RP","297","FA","30","58.94","14","485.1","20%","-1%"
"*02bu9*","Marcus Semien","NYM","2B","298","FA","35","58.84","100","188.1","91%","0%"
"*04y9o*","Jack Leiter","TEX","SP","299","FA","25","58.81","100","230.3","95%","0%"
"*03dp8*","Ramon Laureano","SD","OF","300","FA","31","58.8","100","206.5","85%","0%"
"*04n8z*","Xavier Edwards","MIA","2B,SS","301","FA","26","58.78","100","174.2","96%","-1%"
"*02yd1*","Jorge Polanco","NYM","2B","302","TBD","32","58.75","100","202","90%","0%"
"*02f9m*","Jakob Junis","TEX","RP","303","FA","33","58.68","3","466.8","7%","0%"
"*04qii*","Addison Barger","TOR","3B,OF","304","FA","26","58.66","100","173.4","94%","0%"
"*05ylp*","Jared Koenig","MIL","RP","305","FA","32","58.58","10","479.6","26%","0%"
"*06apx*","Trey Yesavage","TOR","SP","306","PINKHATS","22","58.49","100","133.3","97%","0%"
"*0514o*","Cody Bradford","TEX","SP,RP","307","FA","27","58.47","17","482.8","35%","0%"
"*04071*","Isaac Paredes","HOU","3B","308","FA","26","58.45","100","157.4","96%","0%"
"*0622w*","Chandler Simpson","TB","OF","309","RDO","25","58.36","100","164.8","94%","0%"
"*05gwy*","Masyn Winn","STL","SS","310","FA","23","58.24","99","293.9","89%","0%"
"*05tzn*","Parker Messick","CLE","SP","311","FA","25","58.18","99","328.6","87%","0%"
"*03qju*","Garrett Cleavinger","TB","RP","312","FA","31","58.17","25","467","33%","0%"
"*04hyc*","Ivan Herrera","STL","UT","313","OWH","25","58.08","100","152","95%","0%"
"*0658b*","Jonah Tong","NYM","SP","314","Aidangon","22","58.02","100","315","89%","0%"
"*041am*","Lucas Erceg","KC","RP","315","FA","30","57.85","24","475.4","44%","0%"
"*0512q*","Justin Slaten","BOS","RP","316","FA","28","57.74","14","485.4","22%","0%"
"*02mwq*","Zach Eflin","BAL","SP","317","FA","31","57.68","91","404.5","67%","0%"
"*05rfu*","Kyle Manzardo","CLE","1B","318","FA","25","57.61","100","232","92%","0%"
"*03ann*","Jeff Hoffman","TOR","RP","319","BraedonS","33","57.5","100","207.6","91%","0%"
"*05u9q*","Jac Caglianone","KC","OF","320","BraedonS","22","57.37","100","196.8","97%","0%"
"*05ahg*","Austin Wells","NYY","C","321","FA","26","57.37","95","331.9","84%","0%"
"*04ru7*","Miguel Vargas","CHW","1B,3B","322","FA","26","57.33","99","273","82%","0%"
"*03qxr*","Cole Sands","MIN","RP","323","FA","28","57.11","20","474.3","22%","0%"
"*04q2n*","Adley Rutschman","BAL","C","324","Aidangon","27","56.96","100","162.8","99%","0%"
"*04nky*","Trevor Larnach","MIN","OF,UT","325","FA","28","56.89","97","325.2","65%","0%"
"*0569p*","Coleman Crow","MIL","SP","326","FA","25","56.84","4","469.9","24%","0%"
"*03dgq*","Ryan OHearn","PIT","1B,OF","327","FA","32","56.7","100","320.7","81%","0%"
"*05tce*","Connor Norby","MIA","3B","328","FA","25","56.17","92","364.5","72%","0%"
"*0310n*","Ryan McMahon","NYY","3B","329","FA","31","56.14","93","345.1","68%","0%"
"*06fzu*","Kazuma Okamoto","TOR","1B,3B","330","PINKHATS","29","56.11","100","251.7","82%","0%"
"*05m49*","Jung Hoo Lee","SF","OF","331","FA","27","56.09","100","251.8","92%","0%"
"*03pzn*","Andres Gimenez","TOR","2B","332","FA","27","56.09","99","284.6","71%","0%"
"*031bl*","Kyle Finnegan","DET","RP","333","FA","34","56.02","84","397.2","71%","0%"
"*02h8d*","Steven Matz","TB","RP","334","FA","34","55.99","34","483.5","26%","0%"
"*041yb*","Dean Kremer","BAL","SP","335","FA","30","55.98","97","355.3","69%","0%"
"*060eu*","Ben Joyce","LAA","RP","336","FA","25","55.96","23","477.7","52%","0%"
"*04mlr*","Jeffrey Springs","ATH","SP","337","FA","33","55.95","97","334.9","75%","0%"
"*0622t*","Jacob Wilson","ATH","SS","338","Aidangon","23","55.94","100","197.9","98%","0%"
"*03zcy*","Mark Vientos","NYM","3B","339","Aidangon","26","55.86","99","274.8","87%","0%"
"*02n0v*","Hoby Milner","CHC","RP","340","FA","35","55.84","0","-","10%","0%"
"*051c3*","Andrew Nardi","MIA","RP","341","FA","27","55.8","6","476.1","9%","0%"
"*04mlx*","Matthew Liberatore","STL","SP","342","FA","26","55.76","96","383.8","75%","0%"
"*04y44*","Josh Jung","TEX","3B","343","FA","27","55.72","95","348","83%","0%"
"*041q8*","Brandon Marsh","PHI","OF","344","FA","28","55.66","93","353.8","59%","0%"
"*05ym7*","Fernando Cruz","NYY","RP","345","FA","35","55.61","21","485.3","33%","0%"
"*04llv*","Lenyn Sosa","CHW","1B,2B","346","FA","26","55.51","100","269.6","81%","0%"
"*04q08*","Kyle Leahy","STL","RP","347","FA","28","55.36","40","484.4","31%","0%"
"*04tk1*","Slade Cecconi","CLE","SP","348","FA","26","55.34","98","353.2","74%","0%"
"*066cf*","Zebby Matthews","MIN","SP","349","FA","25","55.32","99","304","86%","0%"
"*05u4l*","Daniel Palencia","CHC","RP","350","FA","25","55.31","100","250.3","88%","0%"
"*04s1h*","Luis Gil","NYY","SP","351","FA","27","55.31","100","273.1","94%","0%"
"*05uo2*","Logan Henderson","MIL","SP","352","FA","23","55.26","100","286.5","92%","0%"
"*06rrd*","Young Woong Kim","(N/A)","3B","353","FA","22","55.25","14","467","12%","0%"
"*02mzg*","Max Muncy","LAD","3B","354","FA","35","55.24","100","213.7","87%","0%"
"*04aeb*","Royce Lewis","MIN","3B","355","paranoia","26","55.19","100","206.7","95%","0%"
"*05rch*","Colson Montgomery","CHW","SS","356","FA","23","55.18","100","225.3","96%","0%"
"*004ee*","Max Scherzer","(N/A)","SP","357","FA","41","55.15","71","463.3","47%","0%"
"*0421q*","Greg Weissert","BOS","RP","358","FA","30","55.13","4","467","14%","0%"
"*05jpk*","Joe Boyle","TB","SP","359","FA","26","55.03","85","438.4","65%","0%"
"*03d6p*","Grant Holmes","ATL","SP","360","FA","29","54.96","71","450.4","64%","0%"
"*03mew*","Luis Arraez","(N/A)","1B","361","FA","28","54.92","100","286.9","90%","0%"
"*04y9p*","Anthony Volpe","NYY","SS","362","FA","24","54.83","95","329.1","86%","0%"
"*0648z*","Victor Scott","STL","OF","363","FA","24","54.81","95","319.1","72%","0%"
"*05rbv*","Samuel Basallo","BAL","C","364","PINKHATS","21","54.77","100","290","96%","0%"
"*04pbp*","Christopher Morel","MIA","OF","365","FA","26","54.63","41","470.7","38%","+1%"
"*0473n*","Tyler Wells","BAL","SP","366","FA","31","54.44","92","378.4","57%","0%"
"*05u9o*","Sal Stewart","CIN","1B","367","RDO","22","54.4","100","236.4","92%","0%"
"*03nru*","Jesus Sanchez","HOU","OF","368","FA","28","54.39","93","344.8","61%","0%"
"*04aoq*","Jason Foley","SF","RP","369","FA","30","54.33","3","465.2","11%","0%"
"*0513c*","Joey Ortiz","MIL","SS","370","FA","27","54.29","87","419.7","56%","0%"
"*04eig*","Jose Caballero","NYY","2B,3B,SS,OF","371","FA","29","54.25","100","293","79%","0%"
"*041tl*","Matt Festa","CLE","RP","372","FA","32","54.23","2","464.8","6%","0%"
"*0423e*","Anthony Bender","MIA","RP","373","FA","30","54.22","12","486.6","21%","0%"
"*041rd*","Corbin Burnes","ARI","SP","374","paranoia","31","54.11","74","454.6","82%","0%"
"*0318i*","Justin Topa","MIN","RP","375","FA","34","54.04","18","484.9","12%","0%"
"*06f1r*","Connelly Early","BOS","SP","376","FA","23","54.02","100","237.8","93%","0%"
"*05wxy*","Kyle Teel","CHW","C","377","FA","23","53.93","98","311","94%","0%"
"*02i2q*","Carlos Correa","HOU","3B,SS","378","FA","31","53.73","100","275.8","90%","0%"
"*03zbj*","Brusdar Graterol","LAD","RP","379","FA","27","53.7","5","467","17%","0%"
"*025i9*","J.T. Realmuto","PHI","C","380","FA","34","53.65","99","277.1","81%","0%"
"*03duu*","Ryan Thompson","ARI","RP","381","FA","33","53.63","6","473.6","12%","0%"
"*03dpg*","Kevin Ginkel","ARI","RP","382","FA","31","53.6","15","478.5","17%","0%"
"*03ppa*","A.J. Minter","NYM","RP","383","FA","32","53.59","12","478.4","20%","0%"
"*02i37*","Lucas Giolito","(N/A)","SP","384","FA","31","53.43","99","300.6","83%","0%"
"*04pmq*","Braxton Ashcraft","PIT","SP,RP","385","FA","26","53.2","99","328.6","79%","0%"
"*01srb*","Jameson Taillon","CHC","SP","386","FA","34","53.15","100","293.4","80%","0%"
"*066du*","Brad Lord","WSH","SP,RP","387","FA","25","53.07","46","484.5","36%","0%"
"*026lz*","Josh Bell","MIN","1B","388","FA","33","53.06","90","385.5","55%","0%"
"*041rj*","JoJo Romero","STL","RP","389","FA","29","52.91","29","458.3","46%","0%"
"*05xpj*","Tanner McDougal","CHW","SP","390","FA","22","52.91","17","488.2","47%","0%"
"*04o78*","Matt Wallner","MIN","OF","391","FA","28","52.82","98","310.4","70%","0%"
"*030vs*","Kirby Yates","LAA","RP","392","FA","38","52.76","20","469.8","28%","0%"
"*05r1m*","Jordan Lawlar","ARI","3B","393","BraedonS","23","52.75","95","345.6","89%","0%"
"*04eld*","J.P. Sears","SD","SP","394","FA","29","52.7","90","445.5","53%","0%"
"*04q0r*","Dylan Smith","DET","RP","395","FA","25","52.68","0","-","7%","0%"
"*01ucb*","Drew Pomeranz","LAA","RP","396","FA","37","52.68","15","483.2","13%","0%"
"*06elo*","Matt Svanson","STL","RP","397","FA","26","52.67","20","475.7","24%","0%"
"*04pse*","Brendan Donovan","STL","2B","398","FA","29","52.66","100","253","92%","0%"
"*06htl*","Ty Johnson","TB","SP","399","FA","24","52.63","8","478.9","36%","0%"
"*04k0w*","Camilo Doval","NYY","RP","400","FA","28","52.51","52","457.9","60%","0%"
"*050ok*","Yennier Cano","BAL","RP","401","FA","31","52.48","6","470.1","19%","0%"
"*066d2*","Cade Gibson","MIA","RP","402","FA","27","52.48","1","461.7","6%","0%"
"*046yd*","Dennis Santana","PIT","RP","403","FA","29","52.46","99","317","77%","0%"
"*041e2*","Mickey Moniak","COL","OF","404","FA","27","52.45","100","260","74%","0%"
"*031hc*","Cole Sulser","TB","RP","405","FA","35","52.4","0","-","2%","0%"
"*03drc*","Aaron Bummer","ATL","RP","406","FA","32","52.39","0","-","6%","0%"
"*043r7*","Caleb Ferguson","CIN","RP","407","FA","29","52.38","1","463.2","9%","0%"
"*02hfr*","Caleb Thielbar","CHC","RP","408","FA","38","52.38","6","471.4","14%","0%"
"*02hxd*","Danny Coulombe","(N/A)","RP","409","FA","36","52.31","0","-","7%","0%"
"*045kb*","Cristian Javier","HOU","SP","410","FA","28","52.28","99","354.4","78%","0%"
"*060jo*","Cam Smith","HOU","OF","411","RDO","22","52.09","99","310.3","91%","0%"
"*03qr0*","Cedric Mullins","TB","OF","412","FA","31","51.95","99","291.7","76%","0%"
"*04nx3*","Jonathan India","KC","2B,3B,OF","413","FA","29","51.93","98","328.8","74%","0%"
"*05ad7*","Manuel Rodriguez","TB","RP","414","FA","29","51.78","0","-","6%","0%"
"*03c65*","Victor Robles","SEA","OF","415","FA","28","51.74","89","390.3","59%","0%"
"*04alp*","Ernie Clement","TOR","2B,3B,SS","416","FA","29","51.71","100","303.9","81%","0%"
"*04mlt*","Shane McClanahan","TB","SP","417","PINKHATS","28","51.71","99","265.3","94%","0%"
"*01sy3*","Nolan Arenado","ARI","3B","418","FA","34","51.62","93","384.9","73%","0%"
"*041r5*","Dustin May","STL","SP","419","FA","28","51.62","94","395.7","74%","0%"
"*005m0*","David Robertson","(N/A)","RP","420","FA","40","51.61","2","463.9","5%","0%"
"*04pqo*","Braydon Fisher","TOR","RP","421","FA","25","51.51","5","466.9","17%","0%"
"*05rcp*","Tommy Nance","TOR","RP","422","FA","34","51.51","0","-","3%","0%"
"*05xty*","Dylan Beavers","BAL","OF","423","FA","24","51.47","100","277.2","86%","0%"
"*02brc*","Adrian Houser","SF","SP","424","FA","32","51.44","76","445.8","53%","0%"
"*03pji*","KeBryan Hayes","CIN","3B","425","FA","29","51.37","86","421.7","53%","0%"
"*05161*","Dominic Canzone","SEA","OF","426","FA","28","51.26","91","389.9","53%","0%"
"*04mn5*","Alec Bohm","PHI","3B","427","FA","29","51.24","100","247.5","90%","0%"
"*04pmn*","Parker Meadows","DET","OF","428","FA","26","51.15","94","346.6","67%","0%"
"*031dw*","Mike Yastrzemski","ATL","OF","429","FA","35","51.13","94","371.1","55%","-1%"
"*04pr8*","Taj Bradley","MIN","SP","430","paranoia","24","51.12","93","363.2","82%","0%"
"*03ab0*","Luis Severino","ATH","SP","431","FA","31","51.09","96","365.3","69%","0%"
"*04ai4*","Nolan Gorman","STL","2B,3B","432","FA","25","51.06","76","440.5","57%","0%"
"*05u6r*","Robert Gasser","MIL","SP","433","FA","26","51.06","39","474.1","51%","0%"
"*03qto*","Evan Phillips","(N/A)","RP","434","FA","31","50.99","2","462.8","12%","0%"
"*03caf*","Foster Griffin","WSH","SP,RP","435","FA","30","50.96","53","471.1","32%","+1%"
"*03qmh*","Jake Cronenworth","SD","2B","436","FA","32","50.89","97","315.1","72%","0%"
"*041qs*","Austin Hays","(N/A)","OF","437","FA","30","50.86","86","420.4","56%","0%"
"*04ekf*","Calvin Faucher","MIA","RP","438","FA","30","50.82","46","446.5","40%","0%"
"*05a06*","Nick Mears","KC","RP","439","FA","29","50.81","3","465.3","11%","0%"
"*0648n*","Chase Meidroth","CHW","2B,SS","440","FA","24","50.74","91","375.2","71%","0%"
"*04q56*","Logan OHoppe","LAA","C","441","PINKHATS","25","50.71","97","294.2","81%","0%"
"*0314j*","Ryan Yarbrough","NYY","SP,RP","442","FA","34","50.64","12","482.4","14%","0%"
"*04t3y*","Alejandro Kirk","TOR","C","443","FA","27","50.64","100","218.2","90%","0%"
"*02myt*","Steven Okert","HOU","RP","444","FA","34","50.62","9","480","14%","0%"
"*03dqv*","Tanner Banks","PHI","RP","445","FA","34","50.61","0","-","7%","0%"
"*04yig*","Brooks Lee","MIN","2B,3B,SS","446","FA","24","50.5","91","380.9","80%","0%"
"*041z3*","John Schreiber","KC","RP","447","FA","31","50.48","3","465.9","13%","0%"
"*03btm*","Jose Alvarado","PHI","RP","448","FA","30","50.45","18","490.4","29%","0%"
"*06gwk*","Payton Tolle","BOS","RP","449","RDO","23","50.41","91","376","86%","0%"
"*05yj1*","Nolan Schanuel","LAA","1B","450","FA","23","50.34","97","293.4","84%","0%"
"*05gx4*","Dillon Dingler","DET","C","451","FA","27","50.28","94","366.4","74%","0%"
"*03di1*","Matt Gage","SF","RP","452","FA","32","50.22","0","-","2%","0%"
"*04ei8*","Sean Guenther","DET","RP","453","FA","30","50.1","0","-","1%","0%"
"*04pmu*","Ryan Jeffers","MIN","C","454","FA","28","49.99","94","327.5","65%","0%"
"*03qjv*","Harrison Bader","SF","OF","455","FA","31","49.98","93","363.7","56%","0%"
"*050vn*","Quinn Priester","MIL","SP","456","FA","25","49.92","100","242.7","94%","0%"
"*021jb*","Ryan Brasier","(N/A)","RP","457","FA","38","49.85","0","-","3%","0%"
"*029si*","Eduardo Rodriguez","ARI","SP","458","FA","32","49.79","95","411.8","60%","0%"
"*04mnw*","Ryan Weathers","NYY","SP","459","FA","26","49.78","100","316.4","83%","0%"
"*0596g*","Reid Detmers","LAA","RP","460","FA","26","49.67","95","377.4","67%","0%"
"*03dei*","Lane Thomas","KC","OF","461","FA","30","49.6","76","431.1","43%","0%"
"*04pxf*","Davis Martin","CHW","SP","462","FA","29","49.51","63","473.5","40%","0%"
"*06cq8*","Christian Moore","LAA","2B","463","FA","23","49.41","91","400.4","77%","0%"
"*060ml*","Huascar Brazoban","NYM","RP","464","FA","36","49.4","3","464.8","10%","0%"
"*04pt2*","Lars Nootbaar","STL","OF","465","FA","28","49.39","95","334.4","74%","0%"
"*041xv*","Nathaniel Lowe","(N/A)","1B","466","FA","30","49.32","80","425.8","52%","0%"
"*03yso*","A.J. Puk","ARI","RP","467","FA","30","49.25","3","467.1","24%","0%"
"*041sz*","Tobias Myers","NYM","SP,RP","468","FA","27","49.24","20","487.6","31%","0%"
"*06kvo*","Spencer Bivens","SF","RP","469","FA","31","49.08","0","-","4%","0%"
"*04674*","Johan Oviedo","BOS","SP","470","FA","27","49.01","87","421.5","61%","0%"
"*05y4k*","Ben Casparius","LAD","RP","471","FA","26","48.89","7","475.3","29%","0%"
"*06aly*","Carson Benge","NYM","OF","472","Aidangon","23","48.83","89","404.1","83%","0%"
"*051eh*","Kevin Kelly","TB","RP","473","FA","28","48.74","0","-","5%","0%"
"*05r3i*","Andrew Painter","PHI","SP","474","OWH","22","48.73","98","371.3","92%","0%"
"*05xoo*","Elmer Rodriguez","NYY","SP","475","FA","22","48.66","23","482.5","55%","0%"
"*05tux*","Dauri Moreta","(N/A)","RP","476","FA","29","48.65","0","-","3%","0%"
"*05jrh*","Colt Keith","DET","2B,3B","477","FA","24","48.6","98","314.3","87%","0%"
"*03btu*","Willi Castro","COL","2B,3B,OF","478","TBD","28","48.55","93","361.5","65%","0%"
"*03cav*","Brent Suter","(N/A)","RP","479","FA","36","48.48","0","-","3%","0%"
"*0516n*","Isaac Collins","KC","OF","480","FA","28","48.41","97","344","66%","0%"
"*04qnc*","Francisco Alvarez","NYM","C","481","paranoia","24","48.23","97","302.1","85%","0%"
"*04an8*","Wenceel Perez","DET","OF","482","FA","26","48.01","90","416.7","52%","0%"
"*02yk4*","Tyler ONeill","BAL","OF","483","FA","30","47.99","96","349.4","65%","0%"
"*04pmw*","Alek Thomas","ARI","OF","484","FA","25","47.92","46","477.6","34%","0%"
"*04s1g*","Gabriel Moreno","ARI","C","485","FA","25","47.9","95","338.1","82%","0%"
"*04o2w*","Ben Brown","CHC","SP,RP","486","FA","26","47.85","44","469.5","52%","0%"
"*048tn*","Carlos Narvaez","BOS","C","487","FA","27","47.79","92","365.3","62%","0%"
"*03pix*","Tyler Stephenson","CIN","C","488","FA","29","47.77","93","370.9","64%","0%"
"*052ru*","Josh Smith","TEX","1B,3B,SS","489","FA","28","47.52","94","368.7","76%","0%"
"*04ep8*","Kutter Crawford","BOS","SP","490","FA","29","47.48","72","454.8","54%","0%"
"*01ual*","Paul Goldschmidt","(N/A)","1B","491","FA","38","47.46","70","450.7","49%","-1%"
"*04pvu*","Stephen Kolek","KC","SP","492","FA","28","47.45","81","444.1","53%","0%"
"*059bx*","Brady House","WSH","3B","493","FA","22","47.39","78","449.7","68%","0%"
"*04pvq*","PJ Poulin","WSH","RP","494","FA","29","47.37","3","465.3","6%","0%"
"*03pdw*","Andrew Benintendi","CHW","OF","495","FA","31","47.35","89","388.3","52%","-1%"
"*03poq*","Tony Santillan","CIN","RP","496","FA","28","47.34","43","446.4","50%","0%"
"*04paj*","Cole Winn","TEX","RP","497","FA","26","47.33","3","466.6","12%","0%"
"*02bve*","Blake Treinen","LAD","RP","498","FA","37","47.32","7","472.4","17%","0%"
"*06mio*","David Davalillo","TEX","SP","499","FA","23","47.23","4","470.1","26%","0%"
"*04pw3*","James McArthur","KC","RP","500","FA","29","47.18","0","-","7%","0%"
"*05jsg*","Owen Caissie","MIA","OF","501","TBD","23","47.06","89","389.8","84%","0%"
"*02mv0*","Andrew Heaney","LAD","SP","502","FA","34","47.03","0","-","10%","0%"
"*04yib*","Brett Baty","NYM","2B,3B","503","FA","26","47.02","94","320.3","77%","-1%"
"*04eej*","Gavin Sheets","SD","OF","504","FA","29","46.99","95","351.6","67%","0%"
"*03at0*","Kevin Herget","NYM","RP","505","FA","34","46.88","0","-","1%","0%"
"*05gef*","Cade Cavalli","WSH","SP","506","FA","27","46.76","95","385.2","75%","0%"
"*05t9n*","Carson Williams","TB","SS","507","paranoia","22","46.75","66","431.5","78%","0%"
"*04ee7*","Clarke Schmidt","NYY","SP","508","FA","29","46.55","10","476.5","50%","+1%"
"*05acp*","Justin Martinez","ARI","RP","509","FA","24","46.48","2","463.9","38%","0%"
"*04azu*","Kumar Rocker","TEX","SP","510","FA","26","46.46","69","460.3","75%","0%"
"*05jpx*","Tink Hence","STL","SP","511","paranoia","23","46.37","9","479.3","53%","0%"
"*03bin*","Nestor Cortes Jr.","(N/A)","SP","512","FA","31","46.35","7","467.8","27%","0%"
"*067xv*","Woo Jin An","(N/A)","SP","513","FA","26","46.23","0","-","2%","0%"
"*05y72*","Landen Roupp","SF","SP","514","FA","27","46.16","92","409.9","72%","0%"
"*0473m*","Zach McKinstry","DET","3B,SS,OF","515","Aidangon","30","46.15","99","309.9","80%","0%"
"*041sq*","Tommy Edman","LAD","2B,OF","516","FA","30","46.1","98","305","79%","0%"
"*05yby*","Kevin McGonigle","DET","SS","517","RDO","21","46.05","99","304.1","93%","0%"
"*05js5*","Coby Mayo","BAL","1B","518","FA","24","46.03","80","420.4","78%","0%"
"*04emt*","Jake Meyers","HOU","OF","519","FA","29","46.03","76","438.6","46%","-1%"
"*03pjf*","Michael Soroka","ARI","SP","520","FA","28","46.02","92","403.1","53%","0%"
"*05ynx*","River Ryan","LAD","SP","521","FA","27","46.01","22","489.4","46%","0%"
"*04eoy*","Hunter Stratton","ATL","RP","522","FA","29","46.01","0","-","2%","0%"
"*04pqh*","Mason Englert","TB","RP","523","FA","26","45.98","0","-","5%","0%"
"*05t9l*","Max Muncy","ATH","2B,3B","524","FA","23","45.95","29","468.9","42%","0%"
